"","transect.position","dist.from.transect","substrate.type","snail.size","snail.weight","snail.aggressiveness","snail.color"
"1",1,0.417853924790893,"C",11.7779509241615,0.355590184832308,1,"yellow"
"2",1.6551724137931,-0.397175330694846,"A",11.8008206235274,0.360164124705477,1,"yellow"
"3",2.31034482758621,-1.53052131513464,"A",13.6980212081331,0.739604241626628,1,"yellow"
"4",2.96551724137931,0.259085159713004,"B",13.7679953800249,0.753599076004988,1,"pink"
"5",3.62068965517241,0.105934332534625,"C",13.0776979625436,0.615539592508715,1,"blue"
"6",4.27586206896552,-0.542987098878219,"A",14.4783936505315,0.895678730106291,1,"yellow"
"7",4.93103448275862,0.162797608740929,"C",17.1283641318345,1.42567282636689,1,"pink"
"8",5.58620689655172,-0.396031213925581,"B",14.9065609101241,0.981312182024812,1,"yellow"
"9",6.24137931034483,-0.212845354407027,"A",18.0226735089658,1.60453470179317,2,"pink"
"10",6.89655172413793,-1.68306104855006,"C",17.3233154479953,1.46466308959905,2,"blue"
"11",7.55172413793103,-1.75692242603038,"A",21.8772893484918,2.37545786969836,2,"blue"
"12",8.20689655172414,-2.16399598781444,"A",20.3198224377652,2.06396448755305,2,"yellow"
"13",8.86206896551724,2.0979367971622,"B",24.0145747358071,2.80291494716143,3,"blue"
"14",9.51724137931035,0.000293452800770946,"A",23.5944922903808,2.71889845807615,3,"orange"
"15",10.1724137931034,0.367119534114653,"B",21.7837291940304,2.35674583880607,2,"pink"
"16",10.8275862068966,0.543647118342741,"A",20.012300246279,2.00246004925581,2,"blue"
"17",11.4827586206897,-1.13661978287112,"C",22.9048581280592,2.58097162561185,3,"yellow"
"18",12.1379310344828,-0.239344861145774,"C",24.8189853753826,2.96379707507653,3,"yellow"
"19",12.7931034482759,-0.350217358128602,"C",27.8246615177526,3.56493230355052,4,"yellow"
"20",13.448275862069,-1.458858872126,"A",25.4830015111687,3.09660030223374,3,"yellow"
"21",14.1034482758621,-1.46430058017944,"C",26.5276928164958,3.30553856329915,4,"pink"
"22",14.7586206896552,-1.24118814933882,"B",31.53169769849,4.306339539698,5,"pink"
"23",15.4137931034483,1.16648751683634,"C",24.1102211847118,2.82204423694235,3,"orange"
"24",16.0689655172414,-0.486410050675839,"C",26.2246378041311,3.24492756082622,3,"yellow"
"25",16.7241379310345,0.898623258359384,"B",29.8987243786793,3.97974487573586,4,"blue"
"26",17.3793103448276,0.262152606508237,"A",29.4269152116377,3.88538304232754,4,"yellow"
"27",18.0344827586207,-0.932634996353048,"A",28.8710677482088,3.77421354964177,4,"pink"
"28",18.6896551724138,1.08309700075517,"A",30.8065566981121,4.16131133962241,5,"pink"
"29",19.3448275862069,1.04430375037003,"B",31.6937581285955,4.33875162571909,5,"blue"
"30",20,-0.960152498936586,"C",30.050672241224,4.0101344482448,5,"yellow"
